[12/04/25, 11:57:31 AM] v anand salesman: ‎Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them.
[12/04/25, 11:57:31 AM] v anand salesman: ‎‎‎v anand salesman uses a default timer for disappearing messages in new chats. ‎New messages will disappear from this chat ‎90 days after they're sent, except when kept. ‎Tap to set your own default timer.
[15/04/26, 12:52:47 PM] v anand salesman: Nai chaiye
[15/04/26, 12:53:03 PM] Bothra Sarees: kyu
[15/04/26, 12:53:26 PM] v anand salesman: Bik hi raha abhi
‎[15/04/26, 12:55:27 PM] Bothra Sarees: ‎<attached: 00002693-PHOTO-2026-04-15-12-55-27.jpg>
[15/04/26, 12:55:27 PM] Bothra Sarees: 620
‎[15/04/26, 12:56:03 PM] Bothra Sarees: ‎<attached: 00002695-PHOTO-2026-04-15-12-56-03.jpg>
‎[15/04/26, 12:56:25 PM] Bothra Sarees: ‎<attached: 00002696-PHOTO-2026-04-15-12-56-25.jpg>
[15/04/26, 12:56:25 PM] Bothra Sarees: 378
‎[15/04/26, 12:56:49 PM] Bothra Sarees: ‎<attached: 00002698-PHOTO-2026-04-15-12-56-49.jpg>
‎[15/04/26, 12:57:31 PM] Bothra Sarees: ‎<attached: 00002699-PHOTO-2026-04-15-12-57-31.jpg>
[15/04/26, 12:57:31 PM] Bothra Sarees: 378
[15/04/26, 12:58:26 PM] v anand salesman: Ye
[15/04/26, 12:58:47 PM] Bothra Sarees: yeee
[15/04/26, 12:59:21 PM] Bothra Sarees: 6 aet
‎[15/04/26, 1:02:48 PM] Bothra Sarees: ‎<attached: 00002704-PHOTO-2026-04-15-13-02-48.jpg>
‎[15/04/26, 1:02:59 PM] Bothra Sarees: ‎<attached: 00002705-PHOTO-2026-04-15-13-02-59.jpg>
‎[15/04/26, 1:03:42 PM] Bothra Sarees: ‎<attached: 00002706-PHOTO-2026-04-15-13-03-42.jpg>
[15/04/26, 1:04:15 PM] Bothra Sarees: ‎Voice call, ‎Ended
[15/04/26, 1:04:34 PM] v anand salesman: Nai bhaiya
‎[15/04/26, 3:09:12 PM] Bothra Sarees: ‎<attached: 00002709-PHOTO-2026-04-15-15-09-12.jpg>
‎[15/04/26, 3:09:53 PM] Bothra Sarees: ‎<attached: 00002710-PHOTO-2026-04-15-15-09-53.jpg>
‎[15/04/26, 3:10:34 PM] Bothra Sarees: ‎<attached: 00002711-PHOTO-2026-04-15-15-10-34.jpg>
[15/04/26, 3:10:37 PM] Bothra Sarees: ‎Voice call, ‎1 min
‎[15/04/26, 6:43:18 PM] Bothra Sarees: ‎<attached: 00002713-PHOTO-2026-04-15-18-43-18.jpg>
[15/04/26, 6:43:20 PM] Bothra Sarees: 236
[15/04/26, 6:43:24 PM] Bothra Sarees: pouch packing
‎[15/04/26, 6:43:36 PM] Bothra Sarees: ‎<attached: 00002716-PHOTO-2026-04-15-18-43-36.jpg>
‎[15/04/26, 6:43:45 PM] Bothra Sarees: ‎<attached: 00002717-PHOTO-2026-04-15-18-43-45.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002718-PHOTO-2026-04-15-20-06-51.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002719-PHOTO-2026-04-15-20-06-51.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002720-PHOTO-2026-04-15-20-06-51.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002721-PHOTO-2026-04-15-20-06-51.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002722-PHOTO-2026-04-15-20-06-51.jpg>
‎[15/04/26, 8:06:51 PM] Bothra Sarees: ‎<attached: 00002723-PHOTO-2026-04-15-20-06-51.jpg>
[15/04/26, 8:07:06 PM] Bothra Sarees: 153
‎[15/04/26, 8:08:30 PM] Bothra Sarees: ‎<attached: 00002725-PHOTO-2026-04-15-20-08-31.jpg>
‎[15/04/26, 8:08:31 PM] Bothra Sarees: ‎<attached: 00002726-PHOTO-2026-04-15-20-08-31.jpg>
‎[15/04/26, 8:08:31 PM] Bothra Sarees: ‎<attached: 00002727-PHOTO-2026-04-15-20-08-31.jpg>
‎[15/04/26, 8:08:31 PM] Bothra Sarees: ‎<attached: 00002728-PHOTO-2026-04-15-20-08-31.jpg>
‎[15/04/26, 8:08:31 PM] Bothra Sarees: ‎<attached: 00002729-PHOTO-2026-04-15-20-08-31.jpg>
[15/04/26, 8:09:26 PM] Bothra Sarees: 170
‎[15/04/26, 8:09:41 PM] Bothra Sarees: ‎<attached: 00002731-PHOTO-2026-04-15-20-09-41.jpg>
‎[15/04/26, 8:09:41 PM] Bothra Sarees: ‎<attached: 00002732-PHOTO-2026-04-15-20-09-41.jpg>
‎[15/04/26, 8:09:41 PM] Bothra Sarees: ‎<attached: 00002733-PHOTO-2026-04-15-20-09-41.jpg>
[15/04/26, 8:10:18 PM] Bothra Sarees: 170
‎[15/04/26, 8:12:50 PM] Bothra Sarees: ‎<attached: 00002735-PHOTO-2026-04-15-20-12-50.jpg>
‎[15/04/26, 8:12:50 PM] Bothra Sarees: ‎<attached: 00002736-PHOTO-2026-04-15-20-12-50.jpg>
‎[15/04/26, 8:12:50 PM] Bothra Sarees: ‎<attached: 00002737-PHOTO-2026-04-15-20-12-50.jpg>
‎[15/04/26, 8:12:50 PM] Bothra Sarees: ‎<attached: 00002738-PHOTO-2026-04-15-20-12-50.jpg>
[15/04/26, 8:13:47 PM] Bothra Sarees: 192
[15/04/26, 11:56:17 PM] Bothra Sarees: hii
[15/04/26, 11:56:25 PM] Bothra Sarees: 12
[15/04/26, 11:56:36 PM] Bothra Sarees: 12
[15/04/26, 11:56:41 PM] Bothra Sarees: 6
[15/04/26, 11:56:50 PM] Bothra Sarees: 12
[15/04/26, 11:56:59 PM] Bothra Sarees: 12
[15/04/26, 11:57:04 PM] Bothra Sarees: 12
[15/04/26, 11:57:09 PM] Bothra Sarees: 6
[15/04/26, 11:57:16 PM] Bothra Sarees: 12
[15/04/26, 11:57:24 PM] Bothra Sarees: 1 parsal
[15/04/26, 11:57:31 PM] Bothra Sarees: 60
[15/04/26, 11:57:37 PM] Bothra Sarees: 1 parsal
[15/04/26, 11:57:41 PM] Bothra Sarees: 12 suhagan
[15/04/26, 11:57:48 PM] Bothra Sarees: 1 parsal kohinoor
[15/04/26, 11:58:23 PM] Bothra Sarees: total 10'parsal nikala h
‎[17/04/26, 1:00:14 PM] Bothra Sarees: ‎<attached: 00002755-PHOTO-2026-04-17-13-00-14.jpg>
‎[17/04/26, 1:00:14 PM] Bothra Sarees: ‎<attached: 00002756-PHOTO-2026-04-17-13-00-14.jpg>
‎[17/04/26, 1:00:14 PM] Bothra Sarees: ‎<attached: 00002757-PHOTO-2026-04-17-13-00-14.jpg>
‎[17/04/26, 1:00:14 PM] Bothra Sarees: ‎<attached: 00002758-PHOTO-2026-04-17-13-00-14.jpg>
[17/04/26, 1:00:18 PM] Bothra Sarees: ...
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002760-PHOTO-2026-04-17-13-00-58.jpg>
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002761-PHOTO-2026-04-17-13-00-58.jpg>
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002762-PHOTO-2026-04-17-13-00-58.jpg>
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002763-PHOTO-2026-04-17-13-00-58.jpg>
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002764-PHOTO-2026-04-17-13-00-58.jpg>
‎[17/04/26, 1:00:58 PM] Bothra Sarees: ‎<attached: 00002765-PHOTO-2026-04-17-13-00-58.jpg>
[17/04/26, 1:00:58 PM] Bothra Sarees: ..
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002767-PHOTO-2026-04-17-13-12-35.jpg>
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002768-PHOTO-2026-04-17-13-12-35.jpg>
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002769-PHOTO-2026-04-17-13-12-35.jpg>
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002770-PHOTO-2026-04-17-13-12-35.jpg>
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002771-PHOTO-2026-04-17-13-12-35.jpg>
‎[17/04/26, 1:12:35 PM] Bothra Sarees: ‎<attached: 00002772-PHOTO-2026-04-17-13-12-35.jpg>
[17/04/26, 1:12:35 PM] Bothra Sarees: 231
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002774-PHOTO-2026-04-17-13-13-12.jpg>
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002775-PHOTO-2026-04-17-13-13-12.jpg>
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002776-PHOTO-2026-04-17-13-13-12.jpg>
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002777-PHOTO-2026-04-17-13-13-12.jpg>
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002778-PHOTO-2026-04-17-13-13-12.jpg>
‎[17/04/26, 1:13:12 PM] Bothra Sarees: ‎<attached: 00002779-PHOTO-2026-04-17-13-13-12.jpg>
[17/04/26, 1:13:12 PM] Bothra Sarees: ..
‎[17/04/26, 4:53:06 PM] Bothra Sarees: ‎<attached: 00002781-PHOTO-2026-04-17-16-53-06.jpg>
‎[17/04/26, 4:53:06 PM] Bothra Sarees: ‎<attached: 00002782-PHOTO-2026-04-17-16-53-06.jpg>
‎[17/04/26, 4:53:06 PM] Bothra Sarees: ‎<attached: 00002783-PHOTO-2026-04-17-16-53-06.jpg>
‎[17/04/26, 4:53:06 PM] Bothra Sarees: ‎<attached: 00002784-PHOTO-2026-04-17-16-53-06.jpg>
[17/04/26, 4:53:18 PM] Bothra Sarees: 694
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002786-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002787-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002788-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002789-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002790-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002791-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002792-PHOTO-2026-04-17-16-53-26.jpg>
‎[17/04/26, 4:53:26 PM] Bothra Sarees: ‎<attached: 00002793-PHOTO-2026-04-17-16-53-26.jpg>
[17/04/26, 4:53:35 PM] Bothra Sarees: 730
‎[17/04/26, 5:12:27 PM] Bothra Sarees: ‎<attached: 00002795-PHOTO-2026-04-17-17-12-27.jpg>
‎[17/04/26, 5:12:27 PM] Bothra Sarees: ‎<attached: 00002796-PHOTO-2026-04-17-17-12-27.jpg>
[17/04/26, 5:13:46 PM] Bothra Sarees: is item ka kesa response h?
[17/04/26, 5:21:21 PM] Bothra Sarees: ?
‎[18/04/26, 3:23:54 PM] v anand salesman: 920 ‎<attached: 00002799-PHOTO-2026-04-18-15-23-55.jpg>
[18/04/26, 3:24:05 PM] v anand salesman: ‎This message was deleted.
[18/04/26, 3:24:15 PM] v anand salesman: 36pic
‎[18/04/26, 5:33:12 PM] Bothra Sarees: ‎<attached: 00002802-PHOTO-2026-04-18-17-33-12.jpg>
‎[18/04/26, 9:45:16 PM] v anand salesman: 565 ‎<attached: 00002803-PHOTO-2026-04-18-21-45-17.jpg>
‎[18/04/26, 9:45:16 PM] v anand salesman: 535 ‎<attached: 00002804-PHOTO-2026-04-18-21-45-17.jpg>
[18/04/26, 9:45:16 PM] v anand salesman: ‎This message was deleted.
‎[20/04/26, 5:22:05 PM] v anand salesman: ‎<attached: 00002806-PHOTO-2026-04-20-17-22-06.jpg>
[20/04/26, 5:26:34 PM] Bothra Sarees: kitna g ye
[20/04/26, 5:26:56 PM] v anand salesman: 12set
[20/04/26, 5:30:24 PM] Bothra Sarees: ok 
bhaiya se bt krke btata hn
‎[22/04/26, 5:24:23 PM] Bothra Sarees: ‎<attached: 00002810-PHOTO-2026-04-22-17-24-23.jpg>
‎[22/04/26, 5:24:23 PM] Bothra Sarees: ‎<attached: 00002811-PHOTO-2026-04-22-17-24-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002812-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002813-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002814-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002815-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002816-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002817-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002818-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002819-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002820-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002821-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002822-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002823-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002824-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:35:23 PM] Bothra Sarees: ‎<attached: 00002825-PHOTO-2026-04-27-16-35-23.jpg>
‎[27/04/26, 4:39:00 PM] Bothra Sarees: ‎<attached: 00002826-PHOTO-2026-04-27-16-39-01.jpg>
‎[27/04/26, 4:39:00 PM] Bothra Sarees: ‎<attached: 00002827-PHOTO-2026-04-27-16-39-01.jpg>
[27/04/26, 4:40:11 PM] Bothra Sarees: 9
[27/04/26, 4:40:19 PM] Bothra Sarees: 12
[27/04/26, 4:40:44 PM] v anand salesman: Ye
[27/04/26, 4:40:58 PM] Bothra Sarees: 12 set
[27/04/26, 4:41:24 PM] Bothra Sarees: 6 set
‎[27/04/26, 4:42:59 PM] v anand salesman: 1010 ‎<attached: 00002833-PHOTO-2026-04-27-16-43-00.jpg>
‎[27/04/26, 4:42:59 PM] v anand salesman: 600 ‎<attached: 00002834-PHOTO-2026-04-27-16-43-00.jpg>
[27/04/26, 4:45:16 PM] Bothra Sarees: 5
[27/04/26, 4:45:26 PM] Bothra Sarees: 5 set
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002837-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002838-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002839-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002840-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002841-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002842-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002843-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002844-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002845-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002846-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:28:03 PM] Bothra Sarees: ‎<attached: 00002847-PHOTO-2026-04-29-19-28-03.jpg>
‎[29/04/26, 7:29:14 PM] Bothra Sarees: ‎<attached: 00002848-PHOTO-2026-04-29-19-29-14.jpg>
‎[29/04/26, 7:29:14 PM] Bothra Sarees: ‎<attached: 00002849-PHOTO-2026-04-29-19-29-14.jpg>
[29/04/26, 8:16:39 PM] v anand salesman: Rate
[29/04/26, 8:22:18 PM] Bothra Sarees: 760 ‎<This message was edited>
[30/04/26, 11:28:34 AM] Bothra Sarees: hii
[30/04/26, 11:29:00 AM] v anand salesman: 4set
[30/04/26, 11:29:36 AM] Bothra Sarees: konsa photo bhej rhe
[30/04/26, 11:34:09 AM] Bothra Sarees: ?
‎[30/04/26, 11:35:24 AM] Bothra Sarees: ‎<attached: 00002856-PHOTO-2026-04-30-11-35-24.jpg>
‎[30/04/26, 11:52:40 AM] v anand salesman: ‎<attached: 00002857-PHOTO-2026-04-30-11-52-41.jpg>
‎[30/04/26, 11:52:41 AM] v anand salesman: ‎<attached: 00002858-PHOTO-2026-04-30-11-52-42.jpg>
‎[30/04/26, 12:24:43 PM] Bothra Sarees: ‎<attached: 00002859-PHOTO-2026-04-30-12-24-43.jpg>
‎[30/04/26, 12:29:08 PM] Bothra Sarees: ‎<attached: 00002860-PHOTO-2026-04-30-12-29-08.jpg>
‎[30/04/26, 12:29:08 PM] Bothra Sarees: ‎<attached: 00002861-PHOTO-2026-04-30-12-29-08.jpg>
[30/04/26, 12:30:16 PM] Bothra Sarees: ??
[30/04/26, 12:34:17 PM] v anand salesman: Rate
[30/04/26, 12:35:28 PM] Bothra Sarees: ‎You deleted this message.
[30/04/26, 12:38:02 PM] Bothra Sarees: 357 jayga aapko
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002866-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002867-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002868-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002869-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002870-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002871-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002872-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002873-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002874-PHOTO-2026-04-30-17-03-17.jpg>
‎[30/04/26, 5:03:17 PM] Bothra Sarees: ‎<attached: 00002875-PHOTO-2026-04-30-17-03-17.jpg>
[30/04/26, 5:09:00 PM] v anand salesman: 12set
[30/04/26, 5:09:25 PM] v anand salesman: 12set
[30/04/26, 5:09:44 PM] v anand salesman: 10set
‎[30/04/26, 5:10:05 PM] Bothra Sarees: ‎<attached: 00002879-PHOTO-2026-04-30-17-10-05.jpg>
[30/04/26, 5:10:16 PM] v anand salesman: 10set
[30/04/26, 5:10:27 PM] Bothra Sarees: 766
[30/04/26, 5:11:12 PM] Bothra Sarees: manorMaitem h
[30/04/26, 5:11:42 PM] v anand salesman: 8set
[30/04/26, 5:11:57 PM] Bothra Sarees: 421
‎[30/04/26, 5:12:30 PM] Bothra Sarees: ‎<attached: 00002885-PHOTO-2026-04-30-17-12-30.jpg>
‎[30/04/26, 5:12:47 PM] Bothra Sarees: ‎<attached: 00002886-PHOTO-2026-04-30-17-12-47.jpg>
‎[30/04/26, 5:13:10 PM] Bothra Sarees: ‎<attached: 00002887-PHOTO-2026-04-30-17-13-10.jpg>
‎[30/04/26, 5:13:36 PM] Bothra Sarees: ‎<attached: 00002888-PHOTO-2026-04-30-17-13-36.jpg>
[30/04/26, 5:14:01 PM] Bothra Sarees: abhira?
[30/04/26, 5:14:05 PM] v anand salesman: Nai
[30/04/26, 5:14:28 PM] Bothra Sarees: ye lado?
[30/04/26, 5:14:34 PM] v anand salesman: Rakha hai
[30/04/26, 5:14:47 PM] Bothra Sarees: yee
[30/04/26, 5:18:10 PM] Bothra Sarees: ye top bik raha h
[30/04/26, 5:18:27 PM] Bothra Sarees: alexa 421
[30/04/26, 5:18:39 PM] Bothra Sarees: bingo samira me kuch?
[30/04/26, 5:18:58 PM] v anand salesman: Radha chaiye
[30/04/26, 5:19:11 PM] Bothra Sarees: new deisgn aaaygi next week
[30/04/26, 5:19:19 PM] v anand salesman: Ok
‎[01/05/26, 12:45:35 PM] v anand salesman: ‎<attached: 00002900-PHOTO-2026-05-01-12-45-36.jpg>
‎[14/05/26, 6:06:07 PM] v anand salesman: 568 ‎<attached: 00002901-PHOTO-2026-05-14-18-06-08.jpg>
‎[14/05/26, 6:06:07 PM] v anand salesman: 493 ‎<attached: 00002902-PHOTO-2026-05-14-18-06-08.jpg>
‎[14/05/26, 6:06:08 PM] v anand salesman: 568 ‎<attached: 00002903-PHOTO-2026-05-14-18-06-09.jpg>
‎[14/05/26, 6:06:08 PM] v anand salesman: 417 ‎<attached: 00002904-PHOTO-2026-05-14-18-06-09.jpg>
‎[14/05/26, 6:08:02 PM] v anand salesman: 364 ‎<attached: 00002905-PHOTO-2026-05-14-18-08-03.jpg>
‎[14/05/26, 6:08:03 PM] v anand salesman: 353 ‎<attached: 00002906-PHOTO-2026-05-14-18-08-04.jpg>
‎[14/05/26, 6:08:03 PM] v anand salesman: 482 ‎<attached: 00002907-PHOTO-2026-05-14-18-08-04.jpg>
‎[14/05/26, 6:08:04 PM] v anand salesman: 553 ‎<attached: 00002908-PHOTO-2026-05-14-18-08-05.jpg>
‎[14/05/26, 6:10:44 PM] v anand salesman: 580 ‎<attached: 00002909-PHOTO-2026-05-14-18-10-45.jpg>
‎[14/05/26, 6:11:17 PM] v anand salesman: ‎<attached: 00002910-PHOTO-2026-05-14-18-11-18.jpg>
[14/05/26, 6:11:28 PM] v anand salesman: 4set
[14/05/26, 6:12:45 PM] Bothra Sarees: dm sanchii
‎[14/05/26, 6:14:47 PM] Bothra Sarees: ‎<attached: 00002913-PHOTO-2026-05-14-18-14-47.jpg>
‎[14/05/26, 6:14:53 PM] v anand salesman: ‎<attached: 00002914-PHOTO-2026-05-14-18-14-54.jpg>
‎[14/05/26, 6:14:53 PM] v anand salesman: ‎<attached: 00002915-PHOTO-2026-05-14-18-14-54.jpg>
‎[14/05/26, 6:15:43 PM] Bothra Sarees: Fast tag-1.pdf • ‎6 pages ‎<attached: 00002916-Fast tag-1.pdf>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002917-PHOTO-2026-05-14-18-16-20.jpg>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002918-PHOTO-2026-05-14-18-16-20.jpg>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002919-PHOTO-2026-05-14-18-16-20.jpg>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002920-PHOTO-2026-05-14-18-16-20.jpg>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002921-PHOTO-2026-05-14-18-16-20.jpg>
‎[14/05/26, 6:16:20 PM] Bothra Sarees: ‎<attached: 00002922-PHOTO-2026-05-14-18-16-21.jpg>
[14/05/26, 6:16:21 PM] Bothra Sarees: 440
‎[14/05/26, 6:53:55 PM] Bothra Sarees: ‎<attached: 00002924-PHOTO-2026-05-14-18-53-55.jpg>
‎[14/05/26, 6:53:55 PM] Bothra Sarees: ‎<attached: 00002925-PHOTO-2026-05-14-18-53-55.jpg>
‎[14/05/26, 6:54:07 PM] v anand salesman: ‎<attached: 00002926-PHOTO-2026-05-14-18-54-08.jpg>
‎[14/05/26, 6:54:07 PM] v anand salesman: ‎<attached: 00002927-PHOTO-2026-05-14-18-54-08.jpg>
‎[14/05/26, 6:54:08 PM] v anand salesman: ‎<attached: 00002928-PHOTO-2026-05-14-18-54-09.jpg>
‎[14/05/26, 6:54:08 PM] v anand salesman: ‎image omitted
‎[14/05/26, 6:54:09 PM] v anand salesman: ‎image omitted
‎[14/05/26, 6:54:09 PM] v anand salesman: ‎image omitted
‎[14/05/26, 6:54:10 PM] v anand salesman: ‎image omitted
‎[14/05/26, 6:55:07 PM] Bothra Sarees: ‎<attached: 00002933-PHOTO-2026-05-14-18-55-07.jpg>
[14/05/26, 7:01:53 PM] Bothra Sarees: 310
‎[14/05/26, 7:02:04 PM] Bothra Sarees: ‎<attached: 00002935-PHOTO-2026-05-14-19-02-04.jpg>
‎[14/05/26, 7:02:18 PM] Bothra Sarees: ‎<attached: 00002936-PHOTO-2026-05-14-19-02-18.jpg>
